company,ticker,cik,accession_no,form,stage,filed,filing_date,pricing_date,priority,status,offering_value,primary_offering_shares,secondary_offering_shares,offering_size_source,offering_size_confidence,filing_price,offering_price,current_price,price_updated,location,location_source,lockup_end_date,holder_name,shares,cash_value,ipo_value,liquid_shares,liquid_value,locked_shares,locked_value,cash_realized_ipo,liquidity_status,liquidity_confidence,stanford_university_bio,holder_type,role,ownership_percent,ownership_percent_before,ownership_percent_after,shares_before_ipo,shares_sold_ipo,shares_after_ipo,stanford_source,lockup_scope,valuation_as_of,sec_url
"ITG, Inc.",ITG,0002110117,0001193125-26-292853,424B4,Priced,2026-07-02,2026-06-26,2026-06-30,High,New,312195136.0,19512196.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,19-22,16.0,11.99,2026-09-02T11:00:09.031021+00:00,"Fort Lauderdale, FL",S-1 principal executive office,2026-12-29,Michael G. Brooks,12234217.0,146688261.83,195747472.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,10.1,12.0,10.1,,,12234217,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2110117/000119312526292853/0001193125-26-292853-index.htm
"ITG, Inc.",ITG,0002110117,0001193125-26-292853,424B4,Priced,2026-07-02,2026-06-26,2026-06-30,High,New,312195136.0,19512196.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,19-22,16.0,11.99,2026-09-02T11:00:09.031021+00:00,"Fort Lauderdale, FL",S-1 principal executive office,2026-12-29,Guilherme Elias,1507875.0,18079421.25,24126000.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,1.2,1.5,1.2,,,1507875,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2110117/000119312526292853/0001193125-26-292853-index.htm
"ITG, Inc.",ITG,0002110117,0001193125-26-292853,424B4,Priced,2026-07-02,2026-06-26,2026-06-30,High,New,312195136.0,19512196.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,19-22,16.0,11.99,2026-09-02T11:00:09.031021+00:00,"Fort Lauderdale, FL",S-1 principal executive office,2026-12-29,Peter A. Giacalone,11408973.0,136793586.27,182543568.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,9.4,11.2,9.4,,,11408973,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2110117/000119312526292853/0001193125-26-292853-index.htm
"ITG, Inc.",ITG,0002110117,0001193125-26-292853,424B4,Priced,2026-07-02,2026-06-26,2026-06-30,High,New,312195136.0,19512196.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,19-22,16.0,11.99,2026-09-02T11:00:09.031021+00:00,"Fort Lauderdale, FL",S-1 principal executive office,2026-12-29,William G. LaPerch,215744.0,2586770.56,3451904.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,0.2,0.4,0.2,,,215744,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2110117/000119312526292853/0001193125-26-292853-index.htm
"ITG, Inc.",ITG,0002110117,0001193125-26-292853,424B4,Priced,2026-07-02,2026-06-26,2026-06-30,High,New,312195136.0,19512196.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,19-22,16.0,11.99,2026-09-02T11:00:09.031021+00:00,"Fort Lauderdale, FL",S-1 principal executive office,2026-12-29,Joel Rivas,367714.0,4408890.86,5883424.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,0.3,0.4,0.3,,,367714,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2110117/000119312526292853/0001193125-26-292853-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,Entities affiliated with ARCH,14668075.0,287494270.0,234689200.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,16.5,22.4,16.5,,,14668075,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,Entities affiliated with HRTG Partners,14688074.0,287886250.40000004,235009184.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,16.6,22.4,16.6,,,14688074,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,Entities affiliated with Perceptive,8200661.0,160732955.60000002,131210576.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,9.3,12.7,9.3,,,8200661,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,Entities affiliated with Fidelity,4473086.0,87672485.60000001,71569376.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,5.1,6.9,5.1,,,4473086,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,"Tassos Gianakakos, Chief Executive Officer, Director, and Chair",9806633.0,192210006.8,156906128.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,11.2,15.2,11.2,,,9806633,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,"Jay Edelberg, M.D., Ph.D., Chief Medical Officer",4599237.0,90145045.2,73587792.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,5.2,7.1,5.2,,,4599237,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,"Brianne Puglisi, Chief Financial Officer",184718.0,3620472.8000000003,2955488.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,,,184718,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,"Andy Pasternak, Chief Strategy Officer",31339.0,614244.4,501424.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,,,31339,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,Paul Berns,53483.0,1048266.8,855728.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,,,53483,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,"David Meeker, M.D.",37358.0,732216.8,597728.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,,,37358,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,Douglas Giordano,53483.0,1048266.8,855728.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,,,53483,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"Kardigan, Inc.",KARD,0002123613,0001193125-26-276096,424B4,Priced,2026-06-18,2026-06-11,2026-06-17,High,New,400000000.0,25000000.0,,cover share title; explicit issuer-only cover statement matches total,High,14-16,16.0,19.6,2026-09-02T11:00:09.031021+00:00,"Princeton, NJ",424B4 principal executive office,2026-12-15,Kim Popovits,37358.0,732216.8,597728.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Individual,,,,,,,37358,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/2123613/000119312526276096/0001193125-26-276096-index.htm
"First Carolina Financial Services, Inc.",FCBM,0001531193,0001140361-26-025790,424B4,Priced,2026-06-18,2026-06-12,2026-06-17,Low,New,68750000.0,5500000.0,,prospectus cover title; explicit issuer-only cover statement matches total,High,14-16,12.5,12.55,2026-09-02T11:00:09.031021+00:00,"Raleigh, NC",424B4 principal executive office,2026-12-15,,,,,,,,,,,,False,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1531193/000114036126025790/0001140361-26-025790-index.htm
Space Exploration Technologies Corp,SPCX,0001181412,0001628280-26-042639,424B4,Priced,2026-06-12,2026-06-03,2026-06-11,High,New,74999999925.0,555555555.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,135,135.0,142.23,2026-09-02T11:00:09.031021+00:00,"STARBASE, TX",SEC submissions metadata,2026-12-09,Elon Musk,6418547515.0,912910013058.45,866503914525.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,84.4,85.1,84.4,6418547515,,6418547515,,filing-level-unmapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1181412/000162828026042639/0001628280-26-042639-index.htm
Space Exploration Technologies Corp,SPCX,0001181412,0001628280-26-042639,424B4,Priced,2026-06-12,2026-06-03,2026-06-11,High,New,74999999925.0,555555555.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,135,135.0,142.23,2026-09-02T11:00:09.031021+00:00,"STARBASE, TX",SEC submissions metadata,2026-12-09,Gwynne Shotwell,12873160.0,1830949546.8,1737876600.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,12873160,,12873160,,filing-level-unmapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1181412/000162828026042639/0001628280-26-042639-index.htm
Space Exploration Technologies Corp,SPCX,0001181412,0001628280-26-042639,424B4,Priced,2026-06-12,2026-06-03,2026-06-11,High,New,74999999925.0,555555555.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,135,135.0,142.23,2026-09-02T11:00:09.031021+00:00,"STARBASE, TX",SEC submissions metadata,2026-12-09,Bret Johnsen,9048565.0,1286977399.9499998,1221556275.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,9048565,,9048565,,filing-level-unmapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1181412/000162828026042639/0001628280-26-042639-index.htm
Space Exploration Technologies Corp,SPCX,0001181412,0001628280-26-042639,424B4,Priced,2026-06-12,2026-06-03,2026-06-11,High,New,74999999925.0,555555555.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,135,135.0,142.23,2026-09-02T11:00:09.031021+00:00,"STARBASE, TX",SEC submissions metadata,2026-12-09,Ira Ehrenpreis,1373700.0,195381351.0,185449500.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,True,Individual,,,,,1373700,,1373700,Confidence 5/5 — SEC 424B4 management biography confirms a degree from Stanford University. Source: https://www.sec.gov/Archives/edgar/data/1181412/000162828026042639/spaceexplorationtechnologi.htm,filing-level-unmapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1181412/000162828026042639/0001628280-26-042639-index.htm
Space Exploration Technologies Corp,SPCX,0001181412,0001628280-26-042639,424B4,Priced,2026-06-12,2026-06-03,2026-06-11,High,New,74999999925.0,555555555.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,135,135.0,142.23,2026-09-02T11:00:09.031021+00:00,"STARBASE, TX",SEC submissions metadata,2026-12-09,Randy Glein,277800.0,39511494.0,37503000.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,277800,,277800,,filing-level-unmapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1181412/000162828026042639/0001628280-26-042639-index.htm
Space Exploration Technologies Corp,SPCX,0001181412,0001628280-26-042639,424B4,Priced,2026-06-12,2026-06-03,2026-06-11,High,New,74999999925.0,555555555.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,135,135.0,142.23,2026-09-02T11:00:09.031021+00:00,"STARBASE, TX",SEC submissions metadata,2026-12-09,Antonio J. Gracias,503414530.0,71600648601.9,67960961550.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,503414530,,503414530,,filing-level-unmapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1181412/000162828026042639/0001628280-26-042639-index.htm
Space Exploration Technologies Corp,SPCX,0001181412,0001628280-26-042639,424B4,Priced,2026-06-12,2026-06-03,2026-06-11,High,New,74999999925.0,555555555.0,,cover title preceding IPO statement; explicit issuer-only cover statement matches total,High,135,135.0,142.23,2026-09-02T11:00:09.031021+00:00,"STARBASE, TX",SEC submissions metadata,2026-12-09,Luke Nosek,32987360.0,4691792212.799999,4453293600.0,,,,,,Unclassified,Unknown — filing has no defensible holder-specific lock-up mapping,False,Individual,,,,,32987360,,32987360,,filing-level-unmapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1181412/000162828026042639/0001628280-26-042639-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,John K. Delaney,,,,,,,,,Unknown,Unknown — share count unavailable,False,Individual,,15.6,20.7,15.6,,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,Donald F. Cole,,,,,,,,,Unknown,Unknown — share count unavailable,False,Individual,,2.8,3.8,2.8,,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,Kenneth F. Elias,,,,,,,,,Unknown,Unknown — share count unavailable,False,Individual,,1.8,2.4,1.8,,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,Jason M. Fish,,,,,,,,,Unknown,Unknown — share count unavailable,False,Individual,,5.9,8.1,5.9,,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,Christopher T. Jones,,,,,,,,,Unknown,Unknown — share count unavailable,False,Individual,,,1.1,,,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,Lewis A. Sachs,,,,,,,,,Unknown,Unknown — share count unavailable,False,Individual,,7.1,9.9,7.1,10923002,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,GPC Partners Investments (Elevate) LP,,,,,,,,,Unknown,Unknown — share count unavailable,False,Fund,,7.2,9.9,7.2,10923002,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,CB Elevate Aggregator,,,,,,,,,Unknown,Unknown — share count unavailable,False,Entity,,7.2,9.9,7.2,10393002,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,Entities affiliated with Bayview,,,,,,,,,Unknown,Unknown — share count unavailable,False,Entity,,6.3,8.7,6.3,5433686,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,Forbright STRT Investor LLC,,,,,,,,,Unknown,Unknown — share count unavailable,False,Entity,,6.0,8.3,6.0,,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Forbright, Inc.",FRBT,0001925062,0001628280-26-042580,424B4,Priced,2026-06-11,2026-06-08,2026-06-10,Medium,New,142200000.0,7900000.0,,cover title adjacent to IPO statement; explicit issuer-only cover statement matches total,High,18-20,18.0,17.96,2026-09-02T11:00:09.031021+00:00,"CHEVY CHASE, MD",SEC submissions metadata,2026-12-08,Joseph R. Schubel Jr.,,,,,,,,,Unknown,Unknown — share count unavailable,False,Individual,,5.8,8.0,5.8,,,,,filing-level-unmapped,,https://www.sec.gov/Archives/edgar/data/1925062/000162828026042580/0001628280-26-042580-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-09,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.47,2026-09-02T11:00:09.031021+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,"ARCH Venture Fund XII, L.P.",6412780.0,253112426.6,128255600.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Fund,,5.43,8.25,5.43,6412780,,6412780,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-09,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.47,2026-09-02T11:00:09.031021+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,Entities affiliated with Cormorant,4365612.0,172310705.64,87312240.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,3.69,5.62,3.69,4365612,,4365612,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-09,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.47,2026-09-02T11:00:09.031021+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,Entities affiliated with FMR LLC,8757571.0,345661327.37,175151420.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,7.41,11.27,7.41,8757571,,8757571,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-09,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.47,2026-09-02T11:00:09.031021+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,Entities affiliated with GV,4833248.0,190768298.56,96664960.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,4.09,6.22,4.09,4833248,,4833248,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-09,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.47,2026-09-02T11:00:09.031021+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,Milky Way Investments Group Limited,4574328.0,180548726.16,91486560.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,3.87,5.89,3.87,4574328,,4574328,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-09,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.47,2026-09-02T11:00:09.031021+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,Nextech VII Oncology SCSp,4163176.0,164320556.72,83263520.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,3.52,5.36,3.52,4163176,,4163176,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
"Parabilis Medicines, Inc.",PBLS,0001657677,0001193125-26-265983,424B4,Priced,2026-06-10,2026-06-09,2026-06-09,High,New,670000000.0,33500000.0,,cover share title,High,17-19,20.0,39.47,2026-09-02T11:00:09.031021+00:00,"Cambridge, MA",424B4 principal executive office,2026-12-07,Entities affiliated with RA Capital,7744621.0,305680190.87,154892420.0,,,,,,Lock-up applies — covered quantity unresolved,"Holder class is supported, but the filing does not establish that the entire disclosed position is covered",False,Entity,,6.55,9.97,6.55,7744621,,7744621,,holder-mapped,2026-09-02,https://www.sec.gov/Archives/edgar/data/1657677/000119312526265983/0001193125-26-265983-index.htm
